front ;back
Perón foi libertado de prisão em 1945 após uma mobilização dos trabalhadores, tornando-se presidente da Argentina em 1946.;Certo
Em 1946, tanto o Brasil quanto a Argentina estavam sob regimes de exceção.;Errado – Em 1946, tanto o Brasil quanto a Argentina haviam superado regimes de exceção.
A política externa do Brasil, sob Dutra, se alinhava com os EUA, buscando influência nas instituições pós-Segunda Guerra.;Certo
"A política externa da Argentina, sob Perón, buscava uma ""Terceira Posição"" entre os EUA e a URSS, com foco em justiça social e nacionalismo.";Certo
O Brasil via Perón como uma figura de grande admiração para o alinhamento pan-americano.;Errado – O Brasil via Perón como uma ameaça à ideologia pan-americana e ao alinhamento com os EUA.
Perón estabeleceu relações diplomáticas com a URSS, mas afirmou que, em um conflito com a URSS, a Argentina se alinharia com os EUA.;Certo
O Brasil tinha uma postura de cordialidade oficial com o governo de Perón para evitar seu isolamento.;Certo
"O Brasil apoiou as propostas de integração comercial lideradas por Perón, como o ""novo Pacto ABC"" com Argentina e Chile.";Errado – O Brasil obstruía essas propostas, temendo o aumento da influência argentina na região.
Perón apoiava a candidatura de Getúlio Vargas no final do mandato de Dutra, mas a conjuntura política dificultou a aproximação entre Brasil e Argentina.;Certo
Vargas, durante seu governo, alinhou o Brasil com a URSS e se opôs aos EUA.;Errado – Vargas alinhou o Brasil aos EUA e assinou o Tratado de Assistência Militar com os EUA em 1951.
Em 1953, Perón propôs um acordo de integração comercial entre Brasil, Argentina e Chile (Pacto ABC), mas o Brasil não assinou a Ata de Santiago.;Certo
O Brasil, sob Vargas, apoiou a política de integração comercial proposta por Perón e o pacto do Atlântico Sul.;Errado – O Brasil se opôs ao justicialismo de Perón e ao pacto, resistindo a qualquer política que favorecesse a Argentina.
Perón renunciou em 1955 devido a dificuldades econômicas e convulsões sociais, sendo substituído por um governo militar.;Certo
O governo militar argentino pós-1955 procurou afastar a Argentina das instituições multilaterais, como o FMI e o Banco Mundial.;Errado – O novo governo procurou integrar a Argentina a instituições multilaterais, como o FMI, Banco Mundial e OEA.
Kubitschek, durante seu governo, iniciou a Operação Pan-Americana (OPA), buscando atrair investimentos externos para o Brasil e América Latina.;Certo
O governo de Frondizi na Argentina se opôs ao desenvolvimento e não atraiu investimentos estrangeiros.;Errado – O governo de Frondizi alinhou-se com o desenvolvimento, atraindo investimentos estrangeiros e compartilhando estratégias com o Brasil.
Frondizi apoiou a criação do Comitê dos 21 na OEA, embora a estratégia dos EUA neutralizasse a liderança brasileira.;Certo
Em 1959, Frondizi foi ao Brasil e firmou acordos comerciais, incluindo temas como cooperação jurídica e combate ao contrabando.;Certo
A questão cubana não afetou as relações Brasil-Argentina entre 1959 e 1962.;Errado – A questão cubana afetou as relações devido à pressão dos EUA sobre a política latino-americana e divergências sobre Cuba.
A Argentina buscava expandir suas trocas comerciais com o Brasil e garantir mercado para sua produção industrial.;Certo
A negociação do Tratado da Antártida, em 1959, contou com a adesão do Brasil.;Errado – A negociação não contou com a adesão brasileira.
Em abril de 1961, Frondizi (Argentina) e Jânio Quadros (Brasil) assinaram o Convênio de Amizade e Consulta e a Declaração de Uruguaiana.;Certo
O Convênio de Amizade e Consulta entre Brasil e Argentina não estava aberto à adesão de outros países da região.;Errado – O Convênio estava aberto à adesão de outros países da região.
A Declaração de Uruguaiana estabelece um mecanismo de concertação política entre Brasil e Argentina e defende a não intervenção na soberania dos dois países.;Certo
O Brasil rejeitou a intervenção militar em Cuba, alinhando-se com a posição dos EUA.;Errado – O Brasil rejeitou qualquer intervenção em Cuba, mantendo a posição de não intervenção.
O Comunicado de 10 de maio de 1961 defendia a paz mundial com base na autodeterminação dos povos e o não reconhecimento de regimes resultantes de ingerência estrangeira.;Certo
A Aliança para o Progresso foi mal recebida pelo Brasil e pela Argentina.;Errado – A Aliança para o Progresso foi bem recebida pelo Brasil e pela Argentina, mas a questão de Cuba gerou divergências interna
"Após a renúncia de Jânio Quadros em agosto de 1961, a política bilateral entre Brasil e Argentina continuou com o ""Espírito de Uruguaiana"".";Certo
Em novembro de 1961, os Chanceleres Ramón Cárcano (Argentina) e San Tiago Dantas (Brasil) reafirmaram a amizade entre os países em Buenos Aires.;Certo
A Declaração Conjunta de 1961 não reafirmou os princípios da Declaração de Uruguaiana e do Convênio de Amizade e Consulta.;Errado – A Declaração Conjunta reafirmou os princípios da Declaração de Uruguaiana e do Convênio de Amizade e Consulta.
O objetivo principal da VIII Reunião dos Ministros das Relações Exteriores em Punta del Este (1962) era expulsar Cuba do sistema interamericano.;Certo
Brasil e Argentina concordaram em expulsar Cuba da OEA devido ao seu governo não ser democrático.;Errado – Brasil e Argentina não justificaram a expulsão de Cuba com base na falta de democracia, preferindo mantê-la na OEA para exercer pressão sobre Fidel Castro.
Os EUA conseguiram a expulsão de Cuba da OEA por meio de barganhas com países menores do continente.;Certo
O alinhamento do Chanceler Ramón Cárcano com o Brasil gerou grande apoio interno na Argentina.;Errado – O alinhamento gerou oposição interna, especialmente entre as Forças Armadas.
Frondizi foi deposto em março de 1962 devido a uma pressão interna, levando à instalação de um governo provisório sob José Maria Guido.;Certo
Durante os governos militares de 1960 a 1980, Brasil e Argentina mantiveram relações amistosas e sem desconfiança.;Errado – Durante esse período, houve momentos de aproximação e desconfiança, com regimes militares em grande parte do tempo.
O Brasil, durante os governos militares, adotou políticas de desenvolvimento econômico com uma diplomacia essencial para a execução dessas políticas.;Certo
Os militares brasileiros estavam unidos em uma única linha de ação, com pouca ou nenhuma divisão interna.;Errado – Os militares brasileiros estavam divididos entre liberais-conservadores (sorbonnards) e linha-dura.
O governo argentino, durante a década de 1960, era mais estável e sem disputas internas significativas entre peronistas e forças armadas.;Errado – O governo argentino era instável devido à constante presença do Peronismo e disputas políticas internas entre peronistas e forças armadas.
Durante os governos militares, a rivalidade com o Brasil era comum, especialmente em relação ao alinhamento com os EUA e as prioridades nacionais.;Certo
Após o golpe de 1964 no Brasil, o governo militar se alinhou estreitamente com os EUA, especialmente sob Castello Branco.;Certo
Durante a década de 1960, Brasil e Argentina colaboraram no combate ao comunismo em países como Bolívia e República Dominicana.;Certo
O Brasil comandou a Força Interamericana de Paz (FIP), e a Argentina participou ativamente dessa operação.;Errado – A Argentina não participou diretamente devido a disputas políticas internas.
"Após 1967, o Brasil afastou-se de um ""alinhamento automático"" com os EUA, enquanto a Argentina aprofundava sua relação com Washington.";Certo
A partir de 1969, o Brasil, sob Costa e Silva, passou a focar no desenvolvimento nacional e se aproximou ainda mais da Argentina.;Errado – O Brasil afastou-se da colaboração estreita com a Argentina.
"A Argentina, a partir de 1969, procurava se alinhar mais com os EUA e disputava com o Brasil a posição de ""parceiro privilegiado"" na contenção do comunismo.";Certo
A III Conferência Interamericana Extraordinária de 1967 foi um marco de cooperação entre Brasil e Argentina, com ambos os países adotando uma postura de aliança.;Errado – A Argentina propôs um modelo de defesa na OEA competindo diretamente com o Brasil.
O Tratado da Bacia do Prata de 1969 foi firmado por Argentina, Bolívia, Brasil, Paraguai e Uruguai, com o objetivo de desenvolver mecanismos de escoamento de mercadorias e geração de energia.;Certo
A Argentina não enfrentou dificuldades para executar os projetos de hidrelétricas de Corpus e Yaciretá-Apipé, pois obteve recursos financeiros facilmente.;Errado – A Argentina enfrentou problemas financeiros para executar esses projetos.
O Brasil iniciou o projeto de Itaipu com o Paraguai, o que poderia reduzir a importância de Buenos Aires na região.;Certo
Em 1971, a Argentina, sob a liderança de General Alejandro Lanusse, exigiu análise prévia das quotas da usina de Itaipu, ignorando o espírito de cooperação do Tratado da Bacia do Prata.;Certo
O Brasil manteve um relacionamento estreito com os EUA, especialmente após apoiar golpes militares em países da região, como no Uruguai e Chile.;Certo
Em 1971, os EUA reconheceram a condição de potência emergente do Brasil.;Certo
Durante o retorno de Juan Domingo Perón ao poder (1973-1974), a Argentina procurou reaproximar-se do Brasil e Paraguai, mas não focou em projetos de hidrelétricas.;Errado – Perón resgatou projetos de hidrelétricas e buscou uma saída para o isolamento internacional da Argentina.
Em 1976, o golpe militar liderado por General Jorge Rafael Videla estabeleceu o regime militar na Argentina, mas não afetou as relações com o Brasil.;Errado – O regime militar argentino dificultou a reaproximação com o Brasil devido à política de direitos humanos adotada por Jimmy Carter.
A Argentina, durante o regime militar de 1976-1983, cooperou com a URSS e participou do Movimento Não Alinhado, ao mesmo tempo em que buscava se reaproximar do Brasil.;Certo
Nos finais dos anos 1970, a Argentina não enfrentou dificuldades econômicas significativas e não viu necessidade de cooperação com o Brasil.;Errado – A Argentina enfrentava sérias dificuldades econômicas e buscava cooperação com o Brasil.
A rivalidade entre Brasil e Argentina se intensificou com disputas sobre o aproveitamento da Bacia do Prata no final dos anos 1970.;Certo
O fechamento temporário das fronteiras entre Brasil e Argentina em 1977 ocorreu devido a divergências sobre a construção das usinas de Itaipu e Corpus.;Certo
Durante as décadas de 1980-1990, o relacionamento Brasil-Argentina foi caracterizado por uma crescente rivalidade e distanciamento econômico.;Errado – Houve uma forte colaboração econômica, com acordos como o Tratado de Montevidéu (1980) e a Declaração de Iguaçu (1985).
A formação do Mercosul em 1991 não teve impacto significativo nas relações econômicas entre Brasil e Argentina.;Errado – O Mercosul fortaleceu as relações econômicas e a integração entre Brasil e Argentina.
A crise financeira na Argentina no final dos anos 1990 foi agravada pela política de abertura comercial de Carlos Menem, mas não afetou as relações com o Brasil.;Errado – A crise afetou as relações, mas a Argentina se aprofundou na colaboração com o Brasil no Mercosul.
Durante a crise de 2001-2002 na Argentina, o Brasil ofereceu apoio à Argentina, fortalecendo os laços dentro do Mercosul.;Certo
Nas eleições presidenciais de 2003, Carlos Menem e Néstor Kirchner focaram em reduzir as assimetrias no Mercosul e em melhorar as relações econômicas com o Brasil.;Certo
Néstor Kirchner assumiu a presidência da Argentina em 2003 e priorizou a integração regional no Mercosul, com foco na justiça social.;Certo
Durante o governo de Néstor Kirchner, a Argentina não conseguiu reduzir a inflação e sua economia teve uma queda significativa.;Errado – O crescimento econômico foi de 8,7% ao ano, com controle inflacionário e políticas de distribuição de renda.
A dívida da Argentina com o FMI foi quitada durante o governo de Néstor Kirchner.;Certo
A política externa da Argentina, sob Néstor Kirchner, seguiu um alinhamento estreito com os EUA, sem foco na autonomia.;Errado – Kirchner adotou uma política externa autônoma, sem alinhamentos predeterminados.
O Mecanismo de Adaptação Competitiva (MAC) foi criado para proteger os setores industriais de Brasil e Argentina, fortalecendo a competitividade do Mercosul.;Certo
O Consenso de Buenos Aires de outubro de 2003 foi um marco na colaboração entre Brasil e Argentina, com foco em temas como combate à fome e pobreza.;Certo
A Ata de Copacabana, assinada em 2004, abordou principalmente questões de defesa e segurança, sem focar no desenvolvimento econômico.;Errado – A Ata de Copacabana tratou do desenvolvimento econômico e de um modelo de desenvolvimento com justiça social.
O Focem (Fundo de Convergência Estrutural do Mercosul) foi criado para promover a coesão social e a competitividade entre os países do bloco.;Certo
"O ""Dia da Amizade Argentino-Brasileira"" é comemorado em 30 de novembro, como parte do fortalecimento das relações entre os dois países.";Certo
Néstor Kirchner desenvolveu uma relação estratégica com a Venezuela de Hugo Chávez para equilibrar a liderança brasileira e aumentar os instrumentos de barganha da Argentina.;Certo
A Venezuela não comprou títulos da dívida argentina durante o governo de Hugo Chávez, deixando de ajudar a Argentina economicamente.;Errado – A Venezuela comprou títulos da dívida argentina, ajudando economicamente o país.
A falta de apoio da Argentina à candidatura do Brasil ao Conselho de Segurança da ONU não foi um tema sensível nas relações bilaterais.;Errado – A falta de apoio argentino à candidatura brasileira foi um tema sensível nas relações.
Cristina Fernández de Kirchner deu continuidade à política de Néstor Kirchner e aprofundou as relações com o Brasil durante seu governo.;Certo
Cristina Fernández de Kirchner não desenvolveu o Mecanismo de Integração e Coordenação Bilateral Brasil-Argentina (MICBA) durante seu governo.;Errado – Ela desenvolveu o MICBA, aprofundando as relações bilaterais.
Dilma Rousseff foi à Argentina em sua primeira viagem internacional após sua posse em 2011, e firmou acordos de cooperação em áreas como energia renovável e nanotecnologia.;Certo
Durante o governo de Dilma Rousseff, não houve transformações significativas nas relações Brasil-Argentina.;Errado – Houve uma transformação significativa, superando rivalidades históricas e estabelecendo uma cooperação contínua.
"O conceito de cooperação e desenvolvimento entre Brasil e Argentina se baseia na ideia de que ambos são ""sócios de um mesmo projeto de desenvolvimento da América do Sul"".";Certo
O relacionamento entre Brasil e Argentina passou a ser baseado principalmente em rivalidades antigas, como nas disputas sobre ferrovias e ciclos de energia elétrica.;Errado – O relacionamento evoluiu para uma fase de integração física e política, superando as rivalidades.
Desde os governos de Néstor e Cristina Kirchner (Argentina) e Lula e Dilma (Brasil), as relações bilaterais entre os países foram profundamente aprofundadas.;Certo
Apesar das mudanças políticas nos dois países, espera-se que as relações Brasil-Argentina não se alterem, mantendo-se estáveis no futuro.;Certo
A criação do Mercado Comum Europeu em 1957 não trouxe preocupações para o Brasil, especialmente em relação aos mercados de café e cacau.;Errado – A criação do Mercado Comum Europeu gerou preocupações no Brasil devido ao impacto nos mercados de café e cacau.
As relações comerciais iniciais do Brasil com a União Europeia foram caracterizadas por uma colaboração amigável e sem tensões.;Errado – As relações iniciais com a União Europeia, especialmente com países como a França, foram tensas e contenciosas no âmbito do GATT.
O Brasil intensificou suas relações com a Europa Ocidental durante o governo de Ernesto Geisel, buscando acordos como o com a Alemanha.;Certo
O Acordo com a Comunidade Econômica Europeia (CEE) assinado em 1973-1974 foi comercial, mas trouxe grandes vantagens para o Brasil fora do GATT.;Errado – O acordo foi comercial, mas não trouxe grandes vantagens fora do GATT.
Em 1980, o Acordo de Cooperação com a CEE substituiu o acordo anterior, ampliando a cooperação política.;Certo
A CEE não se tornou o maior parceiro comercial do Brasil na década de 1980 devido à crise econômica brasileira.;Errado – A CEE se tornou o maior parceiro comercial do Brasil na década de 1980, apesar da crise econômica.
As relações entre Brasil e CEE se intensificaram após a democratização brasileira e o Ato Único Europeu, com o Brasil buscando diversificar suas relações, principalmente com os EUA.;Certo
A criação do Mercosul em 1991 não teve impacto nas relações da UE com a América Latina, que permaneceram inalteradas.;Errado – A criação do Mercosul renovou o relacionamento da UE com a América Latina, especialmente com o bloco do Cone Sul.
O Acordo Marco Inter-regional de Cooperação Mercosul-UE foi assinado em 1995 e entrou em vigor em 1992, com foco em comércio, investimentos, finanças e tecnologia.;Errado – O Acordo foi assinado em 1995, mas entrou em vigor em 1995, com foco em comércio, investimentos, finanças e tecnologia.
O acordo entre Brasil e UE inclui uma cláusula democrática, mas não menciona a cooperação em uma ordem internacional multilateral.;Errado – O acordo inclui uma cláusula democrática e reforça a cooperação em uma ordem internacional multilateral.
As prioridades da cooperação Brasil-UE incluem relações bilaterais, diálogo setorial, cooperação acadêmica e proteção ambiental.;Certo
O Comitê Birregional de Negociações União Europeia-Mercosul foi criado em 1995, após a assinatura do Acordo Marco Inter-regional de Cooperação.;Errado – O Comitê foi criado em 1999, após o fortalecimento da cooperação Brasil-UE.
A primeira Cúpula Brasil-UE, realizada em 2007, marcou a parceria estratégica e intensificou os contatos políticos e comerciais.;Certo
O Programa Ciência sem Fronteiras não foi uma das áreas destacadas na cooperação entre Brasil e UE.;Errado – O Programa Ciência sem Fronteiras foi uma das áreas destacadas na cooperação Brasil-UE.
A Declaração Conjunta da VI Cúpula Brasil-UE em 2013 destacou a diminuição dos investimentos brasileiros na UE e a falta de apoio a microempresas.;Errado – A Declaração destacou o aumento dos investimentos brasileiros na UE e a necessidade de apoio a microempresas.
A cooperação ambiental entre Brasil e UE focou principalmente na proteção das florestas e combate à pobreza em biomas frágeis.;Certo
As questões comerciais, especialmente os subsídios agrícolas da UE, facilitaram o avanço das negociações Mercosul-UE.;Errado – Os subsídios agrícolas da UE dificultaram o avanço das negociações Mercosul-UE.
O Brasil não está disposto a negociar maior acesso ao mercado agrícola europeu, embora busque acesso em setores não agrícolas.;Errado – O Brasil está disposto a negociar maior acesso ao mercado agrícola europeu e também em setores não agrícolas.
Em 2012, foi assinado um Memorando de Entendimento sobre o setor agrícola, visando os compromissos da Rodada Doha da OMC.;Certo
O Brasil apoia as ações unilaterais de alguns países da União Europeia em nome da defesa dos direitos humanos e humanitários, como as operações militares na Líbia e em Mali.;Errado – O Brasil se opõe às ações unilaterais de alguns países da UE.
Na votação da Resolução 1973 da ONU sobre a Líbia, a Alemanha e o Brasil se abstiveram, enquanto a maioria dos países da UE apoiou a ação.;Certo
A Parceria Estratégica Brasil-UE visa superar divergências pontuais para evitar que prejudiquem as relações gerais, embora não seja relevante para temas internacionais.;Errado – A parceria busca superar divergências, mas com foco em temas bilaterais, regionais e multilaterais.
"As parcerias estratégicas entre o Brasil e a União Europeia têm apenas caráter simbólico e não se transformam em ""soft law"".";Errado – Parcerias estratégicas podem se tornar soft law, dependendo da relevância dos temas.
A confiança e a compreensão mútua são essenciais para as relações Brasil-UE, facilitando ações conjuntas em temas bilaterais, regionais e multilaterais.;Certo
"O Brasil é considerado um ""key player"" pela União Europeia, ajudando a definir a UE como um ator global.";Certo
As Declarações Conjuntas das Cúpulas Brasil-UE têm um alcance regional limitado e focam apenas nas relações bilaterais.;Errado – As Declarações Conjuntas têm alcance global, com foco não apenas no relacionamento bilateral.
A parceria Brasil-UE busca o diálogo e a concertação política em temas internacionais, como o desenvolvimento e mitigação do aquecimento global.;Certo
A UE considera o novo perfil brasileiro no sistema internacional irrelevante, desconsiderando os global players emergentes, como o Brasil.;Errado – A UE reconhece o novo perfil do Brasil e não pode desconsiderar os global players emergentes.
A política externa brasileira considera os acontecimentos na América Latina apenas como subprodutos da relação com os EUA.;Errado – Não é correto afirmar que os acontecimentos na América Latina são apenas subprodutos da relação com os EUA.
"O ""complexo de periferia"" interpreta as relações com os EUA como uma necessidade de alinhamento ou integração regional para enfrentar o ""imperialismo"" de Washington.";Certo
"A postura atual do Brasil nas relações com os EUA segue a visão do ""complexo de periferia"", com uma busca por alinhamento direto com Washington.";"Errado – A postura atual do Brasil busca ""encapsular"" temas sensíveis para evitar que prejudiquem ganhos em áreas como comércio e cooperação técnico-científica."
As análises de Paulo Fagundes Vizentini, Cristina Soreanu Pecequilo e Mônica Hirst abordam as relações Brasil-EUA.;Certo
Durante a República Velha até os anos 1940, a relação Brasil-EUA foi marcada por uma aliança formal, especialmente durante o governo do Barão do Rio Branco.;Errado – A aliança foi informal, com o Brasil buscando contrapor as ambições imperialistas europeias.
Entre 1942 e 1974, o Brasil manteve uma relação de alinhamento pragmático com os EUA, mas teve momentos de autonomia, como na Política Externa Independente (PEI).;Certo
A Operação Pan-Americana (1958) e a Revolução Cubana (1959) fortaleceram a política externa independente do Brasil, mantendo uma postura de não alinhamento.;Errado – Esses eventos flexibilizaram a política externa brasileira, permitindo mais alinhamento.
Durante o período de 1974 a 1990, o Brasil adotou uma postura de autonomia universalista, com destaque para acordos como o Acordo Nuclear Brasil-Alemanha.;Certo
A recusa do Brasil ao embargo à União Soviética durante a década de 1970 não foi uma parte significativa da sua postura autônoma.;Errado – A recusa ao embargo foi um exemplo claro de postura autônoma do Brasil.
Entre 1990 e 2002, o Brasil adotou uma postura de ajuste nas relações com os EUA, buscando flexibilidade nas negociações e com o fim da Guerra Fria.;Certo
A adesão ao Consenso de Washington durante os anos 1990 trouxe grandes benefícios para o Brasil, destacando-se como uma Potência Média.;Errado – O Consenso de Washington não gerou os benefícios esperados para o Brasil.
A partir de 2002, o Brasil adotou um alinhamento pragmático nas relações com os EUA, com o governo FHC buscando integração regional e reaproximação com potências como China e Rússia.;Errado – O alinhamento pragmático começou no governo Lula, não no governo FHC.
Após os atentados de 11 de setembro de 2001, o Brasil manifestou apoio aos EUA, mas não concordou com ações unilaterais que desrespeitassem tratados de Direitos Humanos e não intervenção.;Certo
Durante o governo Lula (2003-2010), o Brasil foi totalmente alinhado com os EUA nas questões internacionais, especialmente na Guerra do Iraque.;Errado – O Brasil defendeu o multilateralismo e se opôs à Guerra do Iraque.
O governo Lula teve afinidades com os EUA, especialmente na agenda regional, mas houve divergências, como no caso de Honduras em 2009.;Certo
Uma das frentes pioneiras na atuação externa do governo Lula foi a prioridade para o desenvolvimento econômico interno e a diminuição da vulnerabilidade externa.;Certo
A integração regional no governo Lula focou na formação de uma identidade sul-americana, exemplificada pela Casa/Unasul.;Certo
O governo Lula rejeitou a ideia de pragmatismo e desenvolvimento como vetores da política externa do Brasil.;Errado – O governo Lula retomou o desenvolvimento como vetor de política externa, com a autonomia sendo um alicerce importante.
A busca por novos parceiros pelo Brasil prejudicou as relações com os EUA.;Errado – A busca por novos parceiros não prejudicou as relações com os EUA.
"O Brasil, como ""potência emergente"", fortaleceu seu relacionamento com os EUA, com convergências e divergências coexistindo sem afetar negativamente as relações bilaterais.";Certo
O crescimento econômico e a melhora da imagem do Brasil não aumentaram seu poder de barganha em relação aos EUA.;Errado – O crescimento econômico e a melhora da imagem do Brasil aumentaram seu poder de barganha, especialmente frente aos EUA.
Durante o governo Lula, o Brasil perdeu em um caso importante na OMC sobre o comércio de algodão.;Errado – O Brasil venceu no caso do algodão e foi líder no G-20 agrícola, divergindo dos EUA em relação à redução dos subsídios agrícolas.
No G-20 financeiro, Brasil e EUA tinham posições divergentes, especialmente no que diz respeito à substituição do G-7 pelo G-20 como principal fórum de diálogo.;Errado – No G-20 financeiro, houve convergência entre o Brasil e os EUA, com apoio à substituição do G-7 pelo G-20.
Durante o governo Lula, o Brasil alinhou sua política internacional com as posições norte-americanas em todas as questões importantes.;Errado – O Brasil se distanciou das posições norte-americanas em questões como o golpe em Honduras (2009) e o programa nuclear iraniano (2010).
Contrariedades nas relações Brasil-EUA ajudaram a fortalecer as relações bilaterais, com foco na redistribuição de poder internacional.;Certo
O Brasil não cooperou com os EUA em áreas estratégicas, como energia, durante o governo Lula.;Errado – O Brasil e os EUA cooperaram em áreas estratégicas, como energia, com acordos sobre etanol e biocombustíveis (2007).
O governo Dilma adotou uma postura mais flexível nos fóruns de governança global, alinhando o perfil internacional do Brasil com a sua realidade socioeconômica.;Errado – O governo Dilma adotou uma postura mais demandante, buscando mudanças nas instituições da governança global e acesso a tecnologias.
O Brasil ofereceu aos EUA oportunidades para investimentos em eventos como a Copa do Mundo de 2014 e as Olimpíadas de 2016, além de no pré-sal e no PAC.;Certo
O Brasil não teve participação relevante na constituição da Parceria para Governo Aberto, lançada em 2011.;Errado – O Brasil foi um ator fundamental na constituição da Parceria para Governo Aberto.
A visita de Barack Obama ao Brasil em 2011 resultou em total concordância entre os dois países sobre a Resolução 1973 da ONU sobre a Líbia.;Errado – O Brasil se absteve na votação da Resolução 1973, embora tenha apoiado a resolução proposta pelos EUA sobre a Líbia no Conselho de Direitos Humanos.
"Durante a visita de Obama, o Brasil mudou seu foco energético de ""Diplomacia do Etanol"" para ""Diplomacia do Pré-Sal"".";Certo
A candidatura brasileira a um assento permanente no Conselho de Segurança da ONU (CSNU) recebeu apoio formal dos EUA após a visita de Obama.;Errado – Obama demonstrou simpatia, mas os EUA ainda não apoiam formalmente a candidatura brasileira ao CSNU.
Durante a visita de Dilma aos EUA em abril de 2012, a Parceria Brasil-EUA para o século XXI focou em avanços na ciência, tecnologia e inovação.;Certo
A visita de Dilma aos EUA em 2012 não incluiu acordos comerciais, como o reconhecimento mútuo da cachaça e dos uísques Tennessee e Bourbon.;Errado – A visita incluiu acordos comerciais, como o reconhecimento mútuo da cachaça e dos uísques Tennessee e Bourbon.
Dilma Rousseff criticou as políticas monetárias expansionistas dos EUA, argumentando que elas não tinham suporte fiscal.;Certo
Durante a visita de Dilma aos EUA, não houve acordos sobre o contencioso do algodão e importações de carne suína.;Errado – Durante a visita, foram feitos acordos sobre o contencioso do algodão e autorizações de importação de carne suína.
Entre 2011 e 2012, não houve avanços nas relações Brasil-EUA, como a não renovação das tarifas sobre etanol em 2012.;Errado – Houve avanços, como a não renovação das tarifas sobre etanol em 2012.
Em 2013, as relações Brasil-EUA foram abaladas por acusações de espionagem feitas pela NSA dos EUA sobre autoridades brasileiras.;Certo
A espionagem de comunicações da Presidência, ministros e Petrobras, denunciada por Edward Snowden, foi um tema irrelevante nas relações Brasil-EUA.;Errado – A espionagem foi um tema central e gerou uma crise diplomática.
O Brasil, após a denúncia de espionagem, não criticou a violação da soberania e dos direitos humanos por parte dos EUA.;Errado – Dilma Rousseff criticou a espionagem como uma violação da soberania nacional e dos direitos humanos.
O IBAS e o BRICS se opuseram ao Brasil e não apoiaram a criação de normas globais de segurança cibernética.;Errado – O IBAS e o BRICS emitiram apoio ao Brasil e defenderam a criação de normas globais de segurança cibernética.
Após a crise da espionagem em 2013, a visita de Dilma aos EUA foi mantida sem alterações.;Errado – A visita foi suspensa após a conversa com Obama, refletindo a gravidade da crise.
A Conferência de Estocolmo de 1972 foi a primeira conferência global sobre meio ambiente humano, com uma clara divisão entre países desenvolvidos e em desenvolvimento.;Certo
Na Conferência de Estocolmo, os países desenvolvidos defenderam o desenvolvimento econômico sem preocupações ambientais, enquanto os países em desenvolvimento defendiam o crescimento sustentável.;Errado – Os países desenvolvidos defendiam a proteção ambiental, enquanto os países em desenvolvimento buscavam garantir seu direito ao desenvolvimento econômico.
O Brasil, na Conferência de Estocolmo, defendia restrições ao desenvolvimento para proteção ambiental.;Errado – O Brasil defendia a soberania nacional, com direito de utilizar seus recursos naturais conforme o interesse nacional, em contraste com as restrições propostas pelos países do Norte.
O Brasil, na Conferência de Estocolmo, apoiou o G-77 e defendeu a redução das diferenças de riqueza entre os países.;Certo
A Conferência de Estocolmo teve como um dos principais temas a questão das armamentos nucleares, sem abordar problemas ambientais.;Errado – A conferência discutiu temas como poluição atmosférica, da água e do solo, e a pressão do crescimento demográfico sobre os recursos naturais.
Durante a Conferência de Estocolmo, os países periféricos aceitaram investimentos poluidores sem restrições rigorosas, impactando negativamente o meio ambiente.;Certo
Na década de 1980, o Brasil, durante o governo Sarney, adotou uma postura de confrontação com os países ricos, acusando-os de ecocídio.;Errado – O Brasil adotou uma postura conciliatória e negociadora, afastando-se de um discurso confrontacional.
Os países ricos acusaram o Brasil de “ecocídio” devido à falta de preservação ambiental no país.;Certo
Na década de 1980, o Brasil manteve sua postura radical de nacionalismo, rejeitando as propostas de desenvolvimento sustentável.;Errado – O Brasil se alinhou mais ao Ocidente e adotou uma postura menos nacionalista, reconhecendo a responsabilidade dos países industrializados na poluição.
O conceito de Desenvolvimento Sustentável foi amplamente disseminado pelo Relatório Brundtland de 1987, que defendia o equilíbrio entre as necessidades da geração atual e as das futuras gerações.;Certo
O Brasil, após a década de 1980, não teve mudanças em sua postura internacional, continuando a ser um defensor do modelo de desenvolvimento radicalmente nacionalista.;"Errado – O Brasil mudou sua postura, tornando-se um ""negociador ambiental global"" e adotando uma postura mais cooperativa."
A Conferência das Nações Unidas sobre Meio Ambiente e Desenvolvimento, Eco-92, foi realizada no Brasil em 1992, refletindo a mudança de postura do país.;Certo
O Brasil não ratificou a Convenção da Basileia sobre resíduos perigosos após a Eco-92.;Errado – O Brasil ratificou a Convenção da Basileia sobre o movimento transfronteiriço de resíduos perigosos.
A Agenda 21, documento criado durante a CNUMAD em 1992, não tinha o objetivo de nortear políticas públicas para o desenvolvimento sustentável.;Errado – A Agenda 21 visava nortear políticas públicas em várias áreas, com foco no desenvolvimento sustentável.
A Declaração de Princípios sobre as Florestas, resultado da CNUMAD de 1992, tratava da exploração econômica das florestas e do desenvolvimento sustentável.;Certo
A Declaração do Rio, parte da CNUMAD de 1992, não reconheceu a responsabilidade dos países desenvolvidos na degradação ambiental.;Errado – A Declaração do Rio reconheceu a responsabilidade dos países desenvolvidos na degradação ambiental.
